Unnamed: 0,Clean_Title,Clean_Author,Title,Author,Genre,Type,Rating,No. of People rated,URLs
6528,madam commissioner,borwankar chadha meeran,Madam Commissioner: The Extraordinary Life of an Indian Police Chief,Meeran Chadha Borwankar,Society Social Sciences Services Welfare,Paperback,4.5,147.0,https://www.amazon.in/Madam-Commissioner-Extraordinary-Indian-Police/dp/8119300041/ref=zg_bs_g_1318221031_d_sccl_5/000-0000000-0000000?psc=1
6632,sports illustrated muhammad ali,editors illustrated of sports,Sports Illustrated Muhammad Ali: The Tribute,Editors of Sports Illustrated,Sports Pursuits Outdoor Active,Hardcover,4.6,146.0,https://www.amazon.in/Sports-Illustrated-Muhammad-Ali-Tribute/dp/1933821043/ref=zg_bs_g_1318225031_d_sccl_9/000-0000000-0000000?psc=1
4471,colon classificiation,r. ranganathan s.,Colon Classificiation: The Basic Classification (Ranganathan Series in Library Science),S. R. Ranganathan,Library Science Reference Information,Paperback,4.2,146.0,https://www.amazon.in/Colon-Classificiation-Classification-Ranganathan-Library/dp/8170004233/ref=zg_bs_g_1318187031_d_sccl_22/000-0000000-0000000?psc=1
6246,this way to universe,dine michael,This Way to the Universe: A Journey into Physics,Michael Dine,Medicine Sciences Astronomy Technology,Paperback,4.1,145.0,https://www.amazon.in/This-Way-Universe-Journey-Physics/dp/0241506808/ref=zg_bs_g_1318205031_d_sccl_23/000-0000000-0000000?psc=1
6555,"confucius ""कन्फ्यूशियस"" china's great philospher",manisha mathur,"Confucius ""कन्फ्यूशियस"" China's Great Philospher | Book in Hindi",Manisha Mathur,Society Social Sciences Services Welfare,Paperback,4.3,145.0,https://www.amazon.in/Confucius-Manisha-Mathur/dp/9351868168/ref=zg_bs_g_1318221031_d_sccl_2/000-0000000-0000000?psc=1
4138,wuhan cover,f. jr. kennedy robert,The Wuhan Cover-Up: And the Terrifying Bioweapons Arms Race (Children’s Health Defense),Robert F. Kennedy Jr.,Sciences Health Research Medicine,Hardcover,4.9,145.0,https://www.amazon.in/Wuhan-Cover-Up-Officials-Conspired-Childrens/dp/1510773983/ref=zg_bs_g_4149699031_d_sccl_9/000-0000000-0000000?psc=1
4698,quran 30 para set (ap) with pouch bag,allah subhanahu ta'ala wa,Quran 30 Para Set (Ap) with Pouch Bag - POCKET SIZE,Allah Subhanahu Wa Ta'ala,Islam Religion,Paperback,4.5,145.0,https://www.amazon.in/Quran-Para-Set-Pouch-Bag/dp/B07QNQYFKD/ref=zg_bs_g_1318196031_d_sccl_19/000-0000000-0000000?psc=1
7846,arihant 22 years' chapterwise topicwise (2023,a.k dharmendra satogiya singh,Arihant 22 Years' Chapterwise Topicwise (2023-2002) JEE Main Solved Papers Physics,A.K Satogiya Dharmendra Singh ,Guides Workbooks Study Textbooks,Paperback,4.3,145.0,https://www.amazon.in/Arihant-Chapterwise-Topicwise-2023-2002-Physics/dp/9358890169/ref=zg_bs_g_15417301031_d_sccl_19/000-0000000-0000000?psc=1
6990,in search of genghis khan,severin tim,In Search of Genghis Khan,Tim Severin,Sports Equestrian Animal,Kindle Edition,4.1,145.0,https://www.amazon.in/Search-Genghis-Khan-Tim-Severin-ebook/dp/B012TMBM3U/ref=zg_bs_g_1318247031_d_sccl_17/000-0000000-0000000?psc=1
2743,"basic electrical and electronics engineering, 2/e",bhattacharya s.k.,"Basic Electrical and Electronics Engineering, 2/e",S.K. Bhattacharya,Electronic Engineering Electrical,Paperback,4.4,144.0,https://www.amazon.in/Basic-Electrical-Electronics-Engineering-Bhattacharya/dp/9332586500/ref=zg_bs_g_4149474031_d_sccl_14/000-0000000-0000000?psc=1
7521,mountains beyond mountains (adapted for young people),kidder tracy,"Mountains Beyond Mountains (Adapted for Young People): The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",Tracy Kidder,Young Adult Biographies Teen,Paperback,4.6,144.0,https://www.amazon.in/Mountains-Beyond-Adapted-Young-People/dp/038574319X/ref=zg_bs_g_67803441031_d_sccl_14/000-0000000-0000000?psc=1
7504,twice,heal jamie,Twice: The Story of K-Pop’s Greatest Girl Group,Jamie Heal,Young Adult Biographies Teen,Paperback,4.7,144.0,https://www.amazon.in/Twice-Story-K-Pops-Greatest-Group/dp/0008404771/ref=zg_bs_g_67803441031_d_sccl_27/000-0000000-0000000?psc=1
6106,textbook of biotechnology,c dubey r,A Textbook of Biotechnology,R C Dubey,Life Sciences Science Mathematics Biology,Paperback,4.3,143.0,https://www.amazon.in/Textbook-Biotechnology-R-C-Dubey/dp/9355010532/ref=zg_bs_g_4149711031_d_sccl_3/000-0000000-0000000?psc=1
2610,beauty unbottled,kavita khosa,Beauty Unbottled: Timeless Ayurvedic Rituals & Recipes,Kavita Khosa,Style Lifestyle Home Personal Crafts Guides,Paperback,4.4,143.0,https://www.amazon.in/Beauty-Unbottled-Timeless-Ayurvedic-Rituals/dp/0143455109/ref=zg_bs_g_1318125031_d_sccl_11/000-0000000-0000000?psc=1
2009,introducing artificial intelligence,brighton henry,Introducing Artificial Intelligence: A Graphic Guide (Graphic Guides),Henry Brighton,Digital Computer Internet Computing Science Media,Kindle Edition,4.0,142.0,https://www.amazon.in/Introducing-Artificial-Intelligence-Graphic-Guide-ebook/dp/B014RZ1M96/ref=zg_bs_g_1318108031_d_sccl_10/000-0000000-0000000?psc=1
4669,handbook of spiritual medicine,daud ibn,A Handbook of Spiritual Medicine,Ibn Daud,Islam Religion,Hardcover,4.8,142.0,https://www.amazon.in/A-Handbook-of-Spiritual-Medicine/dp/1838049207/ref=zg_bs_g_1318196031_d_sccl_20/000-0000000-0000000?psc=1
6923,games indian's play,raghunathan v.,"Games Indian's Play: Why We are the Way We are [Paperback] Raghunathan, V.",V. Raghunathan,Sports Cricket,Paperback,4.2,142.0,https://www.amazon.in/Games-Indians-Play-V-Raghunathan/dp/0143063111/ref=zg_bs_g_1318245031_d_sccl_20/000-0000000-0000000?psc=1
4092,viagra (sildenafil) tablet,a dr mccray minh,"The Viagra (Sildenafil) Tablet: Treatment for Erectile Dysfunction, Sexual Impotence and Prevention of Phosphodiesterase Enzyme.",Dr Minh A McCray,Sciences Health Reference Medicine,Paperback,2.7,142.0,https://www.amazon.in/Viagra-Sildenafil-Tablet-Dysfunction-Phosphodiesterase/dp/1387519905/ref=zg_bs_g_4149694031_d_sccl_13/000-0000000-0000000?psc=1
4237,my experiments with truth,gandhi m.k.,My Experiments with Truth: An Autobiography,M.K. Gandhi,Freedom Politics Security,Paperback,4.4,141.0,https://www.amazon.in/My-Experiments-Truth-Autobiography-1/dp/8179928195/ref=zg_bs_g_1318177031_d_sccl_8/000-0000000-0000000?psc=1
4172,principles & practice of nursing vol 1 nursing arts procedures,nancy sr,Principles & Practice Of Nursing Vol 1 Nursing Arts Procedures,Sr nancy,Health Sciences Test Medicine Review Preparation,Paperback,4.3,141.0,https://www.amazon.in/Principles-Practice-Nursing-Arts-Procedures/dp/B07Y8K3WBP/ref=zg_bs_g_4149702031_d_sccl_23/000-0000000-0000000?psc=1
6190,challenge and thrill of pre,krishnamurthy v,Challenge and Thrill of Pre-College Mathematics,V Krishnamurthy,Science Mathematics,Paperback,4.4,141.0,https://www.amazon.in/Challenge-Thrill-Pre-College-Mathematics-Krishnamurthy/dp/9393159149/ref=zg_bs_g_4149720031_d_sccl_17/000-0000000-0000000?psc=1
2376,indian pantry,sanghvi vir,The Indian Pantry : The Very Best of Rude Food,Sanghvi Vir,Lifestyle Home Drink Crafts Entertaining Food,Paperback,4.4,140.0,https://www.amazon.in/Indian-Pantry-Understanding-Ingredients-Kitchen/dp/0143440179/ref=zg_bs_g_1318120031_d_sccl_27/000-0000000-0000000?psc=1
6130,climate change 2e vsi,mark maslin,CLIMATE CHANGE 2E VSI: A Very Short Introduction (Very Short Introductions),Mark Maslin,Science Environmental Mathematics Studies,Paperback,4.4,140.0,https://www.amazon.in/Climate-Change-Short-Introduction-Introductions/dp/0198867867/ref=zg_bs_g_4149719031_d_sccl_7/000-0000000-0000000?psc=1
3683,"babur nama (penguin classics) hiro, dilip and dilip hiro",dilip hiro,"Babur Nama (Penguin Classics) Hiro, Dilip and Dilip Hiro",Dilip Hiro,Literature Essays Fiction,Paperback,4.4,140.0,https://www.amazon.in/Babur-Nama-Penguin-Classics-Dilip/dp/0144001497/ref=zg_bs_g_1318172031_d_sccl_4/000-0000000-0000000?psc=1
4010,airway management,khan m rashid,Airway Management,Rashid M Khan,Sciences Health Nursing Medicine,Perfect Paperback,4.5,140.0,https://www.amazon.in/Airway-Management-Rashid-M-Khan/dp/8181915453/ref=zg_bs_g_4149670031_d_sccl_11/000-0000000-0000000?psc=1
6511,do you remember kunan,batool essar,Do You Remember Kunan-Poshpora?,Essar Batool,Society Ethnography Sciences Social,Paperback,4.5,140.0,https://www.amazon.in/Remember-Kunan-Poshpora-Zubaan-Violence-Impunity/dp/9384757667/ref=zg_bs_g_26437177031_d_sccl_8/000-0000000-0000000?psc=1
6890,miracle men,naz nikhil,Miracle Men,Nikhil Naz,Sports Cricket,Paperback,4.5,139.0,https://www.amazon.in/Miracle-Men-Greatest-Underdog-Cricket/dp/9388322231/ref=zg_bs_g_1318245031_d_sccl_17/000-0000000-0000000?psc=1
7338,swim ultra,laughlin terry,Swim Ultra-Efficient Freestyle!: The 'Fishlike' Techniques From Total Immersion,Terry Laughlin,Sports Triathlon,Kindle Edition,4.3,139.0,https://www.amazon.in/Swim-Ultra-Efficient-Freestyle-Techniques-Immersion-ebook/dp/B00THF96H2/ref=zg_bs_g_1318280031_d_sccl_11/000-0000000-0000000?psc=1
7506,girls who run world,diana kapp,Girls Who Run the World: 31 CEOs Who Mean Business,Diana Kapp,Young Adult Biographies Teen,Audible Audiobook,4.8,139.0,https://www.amazon.in/Girls-Who-Run-World-Business/dp/B07V3MBLF4/ref=zg_bs_g_67803441031_d_sccl_29/000-0000000-0000000?psc=1
427,mind of consultant,k. krishnan sandeep,Mind of a Consultant : Leveraging a Consulting Mindset for Professional Success,Sandeep K. Krishnan,Economics Industries Business,Hardcover,4.4,137.0,https://www.amazon.in/Mind-Consultant-Leveraging-Consulting-Professional/dp/0670093947/ref=zg_bs_g_1318071031_d_sccl_28/000-0000000-0000000?psc=1
896,my wisdom book,mukundananda swami,"MY WISDOM BOOK: Everyday Shlokas, Mantras, Bhajans and More",Swami Mukundananda,Family Social Personal Books Children's Issues,Paperback,4.7,137.0,https://www.amazon.in/MY-WISDOM-BOOK-Everyday-Shlokas/dp/9355204507/ref=zg_bs_g_1318077031_d_sccl_17/000-0000000-0000000?psc=1
6307,brands and brain,arvind sahay,Brands and the Brain: How to Use Neurosc: How to Use Neuroscience to Create Impactful Brands,Arvind Sahay,Life Sciences Medicine Biology Technology,Paperback,4.4,137.0,https://www.amazon.in/Brands-Brain-Neuroscience-Create-Impactful/dp/0143452614/ref=zg_bs_g_1318206031_d_sccl_4/000-0000000-0000000?psc=1
3925,playing hard,meenu pillai,"Playing Hard: A Billionaire Playboy, Fake Marriage Romance (Marwah Series Book II)",Meenu Pillai,Literature Fiction Stories Short,Kindle Edition,4.4,136.0,https://www.amazon.in/Playing-Hard-Billionaire-Playboy-Marriage-ebook/dp/B0CPRKPJGQ/ref=zg_bs_g_1318170031_d_sccl_26/000-0000000-0000000?psc=1
7286,essentials of physical education,bains j,Essentials Of Physical Education,J Bains,Sports Training Coaching,Unknown Binding,4.4,136.0,https://www.amazon.in/Essentials-Physical-Education-J-Bains/dp/B07SSTNNFC/ref=zg_bs_g_1318279031_d_sccl_9/000-0000000-0000000?psc=1
6098,physiotherapy in neurological conditions with assessment and treatment protocols (pb 2020),g potturi,Physiotherapy In Neurological Conditions With Assessment And Treatment Protocols (Pb 2020),POTTURI G,Life Sciences Science Mathematics Biology,Paperback,4.4,135.0,https://www.amazon.in/Physiotherapy-Neurological-Conditions-Assessment-Treatment/dp/9386478196/ref=zg_bs_g_4149711031_d_sccl_25/000-0000000-0000000?psc=1
7856,educart cbse science class 10 sample paper 2023,kirad prashant,Educart CBSE Science Class 10 Sample Paper 2023-24 (Introducing Revision Maps and Past Year Papers) 2024,Prashant Kirad,Guides Workbooks Study Textbooks,Paperback,4.3,135.0,https://www.amazon.in/Educart-Science-2023-24-Introducing-Revision/dp/9357034838/ref=zg_bs_g_15417301031_d_sccl_29/000-0000000-0000000?psc=1
7341,swim like pro,fares ksebati,Swim Like A Pro: How to Swim Faster & Smarter With A Holistic Training Guide,Fares Ksebati,Sports Triathlon,Kindle Edition,4.4,134.0,https://www.amazon.in/Swim-Like-Pro-Holistic-Training-ebook/dp/B08W19YSN2/ref=zg_bs_g_1318280031_d_sccl_14/000-0000000-0000000?psc=1
5750,omega's choosing (alpha island omegaverse),burks evie,Omega's Choosing (Alpha Island Omegaverse),Evie  Burks ,Romance Science Fiction,Kindle Edition,3.9,133.0,https://www.amazon.in/Omegas-Choosing-Alpha-Island-Burks-ebook/dp/B0BCB2BLC3/ref=zg_bs_g_89265412031_d_sccl_27/000-0000000-0000000?psc=1
2006,statquest illustrated guide to machine learning (full colour print),josh phd starmer,The StatQuest Illustrated Guide to Machine Learning (Full Colour Print),PhD Josh Starmer,Digital Computer Internet Computing Science Media,Paperback,4.6,133.0,https://www.amazon.in/StatQuest-Illustrated-Machine-Learning-Colour/dp/B0BRQ4K43L/ref=zg_bs_g_1318108031_d_sccl_7/000-0000000-0000000?psc=1
2649,sweet floral life,natasja sadi,A Sweet Floral Life: Romantic Arrangements for Fresh and Sugar Flowers [A Floral D?cor Book]: Romantic Arrangements for Fresh and Sugar Flowers [A Floral Décor Book],Natasja Sadi,Style Lifestyle Home Personal Crafts Guides,Hardcover,4.9,132.0,https://www.amazon.in/Sweet-Floral-Life-Romantic-Arrangements/dp/1984861646/ref=zg_bs_g_1318125031_d_sccl_20/000-0000000-0000000?psc=1
5652,வண்ணமாய் பொங்குதே என்னுள்ளே!,megavani மேக வாணி,வண்ணமாய் பொங்குதே என்னுள்ளே!: Full story (Tamil Edition),மேக வாணி Megavani,Romance Romantic Comedy,Kindle Edition,4.3,132.0,https://www.amazon.in/%E0%AE%B5%E0%AE%A3%E0%AF%8D%E0%AE%A3%E0%AE%AE%E0%AE%BE%E0%AE%AF%E0%AF%8D-%E0%AE%AA%E0%AF%8A%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%A4%E0%AF%87-%E0%AE%8E%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AF%81%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AF%87-story-Tamil-ebook/dp/B0CP7668TN/ref=zg_bs_g_86208348031_d_sccl_29/000-0000000-0000000?psc=1
6933,ride,dk eyewitness,Ride: Cycle the World (Travel Guide),DK Eyewitness,Sports Cycling,Hardcover,4.5,132.0,https://www.amazon.in/Ride-Cycle-World-Travel-Guide/dp/024147227X/ref=zg_bs_g_1318246031_d_sccl_10/000-0000000-0000000?psc=1
2618,how to get glass skin,anupriya goel,How to Get Glass Skin: The Industry Secr,Anupriya Goel,Style Lifestyle Home Personal Crafts Guides,Paperback,4.1,131.0,https://www.amazon.in/How-Get-Glass-Skin-industry/dp/0143452487/ref=zg_bs_g_1318125031_d_sccl_19/000-0000000-0000000?psc=1
4675,noble quran tafseer ahsanul kalaam (al,dr. khan mohammad mohsin,The Noble Quran Tafseer Ahsanul Kalaam (Al -Qur'anul Kareem) -4 in 1,Dr. Mohammad Mohsin Khan,Islam Religion,Hardcover,4.6,131.0,https://www.amazon.in/Tafseer-Ahsanul-Kalaam-Quranul-Kareem/dp/B094JT1RDD/ref=zg_bs_g_1318196031_d_sccl_26/000-0000000-0000000?psc=1
325,"psychology of option trading ""ऑप्शन ट्रेडिंग"" book in hindi",chandra kaushik mahesh,"Psychology of Option Trading ""ऑप्शन ट्रेडिंग"" Book in Hindi : An Ultimate Book to understand Share Market Psychology",Mahesh Chandra Kaushik,Strategy Economics Business Analysis,Paperback,4.3,131.0,https://www.amazon.in/Psychology-Option-Trading-%E0%A4%91%E0%A4%AA%E0%A5%8D%E0%A4%B6%E0%A4%A8-%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%87%E0%A4%A1%E0%A4%BF%E0%A4%82%E0%A4%97/dp/9355217102/ref=zg_bs_g_1318070031_d_sccl_26/000-0000000-0000000?psc=1
1547,wisest owl,anupam gupta peak potential project: six steps the to victory,The Wisest Owl: Be Your Own Financial Pl: Be Your Own Financial Planner,The Victory Project: Six Steps to Peak Potential Anupam Gupta,Money Books Children's Jobs,Paperback,3.9,131.0,https://www.amazon.in/Wisest-Owl-Your-Financial-Planner/dp/0143455907/ref=zg_bs_g_1318096031_d_sccl_18/000-0000000-0000000?psc=1
202,nenu (atmakatha in telugu),brahmanandam,Nenu (Atmakatha in Telugu),Brahmanandam,Diaries Accounts Autobiographies True Biographies,Paperback,4.6,131.0,https://www.amazon.in/Nenu-Atmakatha-Telugu-Brahmanandam/dp/B0CQYLL2W2/ref=zg_bs_g_1318065031_d_sccl_3/000-0000000-0000000?psc=1
5327,don't stop believing,freya kennedy,Don't Stop Believing: The BRAND NEW utterly uplifting cozy romance from Freya Kennedy,Freya Kennedy,Romance Holidays,Kindle Edition,4.3,131.0,https://www.amazon.in/Dont-Stop-Believing-utterly-uplifting-ebook/dp/B0CB5LDTTJ/ref=zg_bs_g_89265411031_d_sccl_1/000-0000000-0000000?psc=1
4467,introduction to tantra sastra,avalon john sir woodroffe/arthur,Introduction to Tantra Sastra,Sir John Woodroffe/Arthur Avalon,Library Science Reference Information,Paperback,4.4,130.0,https://www.amazon.in/Introduction-Tantra-Sastra-Woodroffe-Arthur/dp/8185988110/ref=zg_bs_g_1318187031_d_sccl_18/000-0000000-0000000?psc=1
2391,whose samosa is it anyway?,sonal ved,"Whose Samosa Is It Anyway?: The Story of: The Story of Where 'Indian' Food Really Came From [Hardcover] Ved, Sonal",Sonal Ved,Lifestyle Home Drink Crafts Entertaining Food,Hardcover,4.2,130.0,https://www.amazon.in/Whose-Samosa-Anyway-Indian-Really/dp/0670092401/ref=zg_bs_g_1318120031_d_sccl_12/000-0000000-0000000?psc=1
4278,pakistan,devasher tilak,Pakistan: Courting the Abyss,Tilak Devasher,International Politics Globalization Relations,Paperback,4.4,130.0,https://www.amazon.in/Pakistan-Courting-Abyss-Tilak-Devasher/dp/9352641779/ref=zg_bs_g_1318179031_d_sccl_29/000-0000000-0000000?psc=1
6609,annihilation of caste,ambedkar b.,Annihilation of Caste,B. Ambedkar,Society Sciences Culture Social,Paperback,4.6,129.0,https://www.amazon.in/Annihilation-Caste-B-Ambedkar/dp/9358560770/ref=zg_bs_g_1318222031_d_sccl_6/000-0000000-0000000?psc=1
4944,old acquaintance,andrews cat,An Old Acquaintance: A Modern Pride and Prejudice Novella,Cat Andrews,Romance Adaptations,Kindle Edition,4.4,129.0,https://www.amazon.in/Old-Acquaintance-Modern-Prejudice-Novella-ebook/dp/B0CQDRNYPR/ref=zg_bs_g_92041941031_d_sccl_17/000-0000000-0000000?psc=1
864,my little book of gods and goddesses board book set of 6 (illustrated board books on hindu mythology,ashwitha jayakumar,"My Little Book of Gods and Goddesses Board Book Set of 6 (Illustrated board books on Hindu mythology: Krishna, Lakshmi, Ganesha, Shiva, Durga, Hanuman; for ages 3+)",Ashwitha Jayakumar,Family Social Personal Books Children's Issues,Board book,4.7,128.0,https://www.amazon.in/Puffin-EL-Little-Book-Gods/dp/0143453300/ref=zg_bs_g_1318077031_d_sccl_15/000-0000000-0000000?psc=1
6080,quantum body,chopra deepak dr,Quantum Body,Dr Deepak Chopra,Life Sciences Science Mathematics Biology,Paperback,4.5,128.0,https://www.amazon.in/Quantum-Body-Science-Living-Healthier/dp/1846047706/ref=zg_bs_g_4149711031_d_sccl_7/000-0000000-0000000?psc=1
2520,30,press rockridge,30-Minute Portrait Drawing for Beginners: Easy Step-by-Step Lessons and Techniques for Drawing Faces (30-Minute Drawing for Beginners),Rockridge Press,Lifestyle Home Handicrafts Crafts Decorative Arts,Kindle Edition,4.5,128.0,https://www.amazon.in/30-Minute-Portrait-Drawing-Beginners-Step-ebook/dp/B0BSM9FHWL/ref=zg_bs_g_1318123031_d_sccl_21/000-0000000-0000000?psc=1
2700,objective electrical technology,mehta vk,Objective Electrical Technology,VK Mehta,Electronic Engineering Electrical,Paperback,4.2,128.0,https://www.amazon.in/Objective-Electrical-Technology-Rohit-Mehta/dp/9355014465/ref=zg_bs_g_4149474031_d_sccl_1/000-0000000-0000000?psc=1
4119,kaggle book,banachewicz konrad,The Kaggle Book,Konrad Banachewicz,Sciences Health Research Medicine,Paperback,4.4,128.0,https://www.amazon.in/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=zg_bs_g_4149699031_d_sccl_20/000-0000000-0000000?psc=1
3690,"indian roots, ivy admits",doshi viral,"Indian Roots, Ivy Admits",Viral Doshi,Literature Essays Fiction,Paperback,4.3,127.0,https://www.amazon.in/Indian-Roots-Admits-Viral-Doshi/dp/9391242715/ref=zg_bs_g_1318172031_d_sccl_11/000-0000000-0000000?psc=1
5192,வல்லினம் மிகும் காந்தர்வனே..!! vallinam migum kaantharvane..!!,sri vinitha வினிதா ஸ்ரீ,வல்லினம் மிகும் காந்தர்வனே..!! Vallinam migum kaantharvane..!!: After marriage love story (Tamil Edition),Sri vinitha ஸ்ரீ வினிதா,Romance Contemporary,Kindle Edition,4.2,126.0,https://www.amazon.in/%E0%AE%B5%E0%AE%B2%E0%AF%8D%E0%AE%B2%E0%AE%BF%E0%AE%A9%E0%AE%AE%E0%AF%8D-%E0%AE%AE%E0%AE%BF%E0%AE%95%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%95%E0%AE%BE%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%B0%E0%AF%8D%E0%AE%B5%E0%AE%A9%E0%AF%87-Vallinam-kaantharvane-ebook/dp/B0CTFKB3TJ/ref=zg_bs_g_2590357031_d_sccl_16/000-0000000-0000000?psc=1
2617,essentially mira,kulkarni mira,Essentially Mira: The Extraordinary Journey Behind Forest Essentials,Mira Kulkarni,Style Lifestyle Home Personal Crafts Guides,Hardcover,4.4,126.0,https://www.amazon.in/Essentially-Mira-Extraordinary-Journey-Essentials/dp/9354895271/ref=zg_bs_g_1318125031_d_sccl_18/000-0000000-0000000?psc=1
3029,beet (virat rana book 3) (hindi ),pathak santosh,BEET (Virat Rana Book 3) (Hindi Edition),SANTOSH PATHAK,Fiction Science Horror Fantasy,Kindle Edition,4.4,125.0,https://www.amazon.in/BEET-Hindi-SANTOSH-PATHAK-ebook/dp/B09RMK1DHF/ref=zg_bs_g_1318165031_d_sccl_30/000-0000000-0000000?psc=1
5841,stunt (boston blizzard series),c.l. rose,The Stunt (Boston Blizzard Series),C.L. Rose,Sports Romance,Kindle Edition,4.2,125.0,https://www.amazon.in/Stunt-Boston-Blizzard-C-L-Rose-ebook/dp/B0CPJV7D7F/ref=zg_bs_g_89265407031_d_sccl_18/000-0000000-0000000?psc=1
6718,"100, 200",basu shanker,"100, 200 - Practical Applications in Strength and Conditioning",Basu  Shanker,Sports Athletics Gymnastics,Kindle Edition,4.3,125.0,https://www.amazon.in/100-200-Practical-Applications-Conditioning-ebook/dp/B09G2VXG9H/ref=zg_bs_g_1318259031_d_sccl_15/000-0000000-0000000?psc=1
2461,god is octopus,ben goldsmith,"God Is An Octopus: Loss, Love and a Calling to Nature",Ben Goldsmith,Lifestyle Home Crafts Gardening Landscape Design,Hardcover,4.6,125.0,https://www.amazon.in/God-Octopus-Loss-Calling-Nature/dp/1399408356/ref=zg_bs_g_1318122031_d_sccl_12/000-0000000-0000000?psc=1
7886,french made easy level 1,lingo mastery,French Made Easy Level 1: An Easy Step-By-Step Approach To Learn French for Beginners (Textbook + Workbook Included),Lingo Mastery,Travel Guides Holiday,Paperback,4.3,125.0,https://www.amazon.in/French-Made-Level-Step-Step/dp/1951949544/ref=zg_bs_g_1318297031_d_sccl_9/000-0000000-0000000?psc=1
2174,computer networking,kurose,Computer Networking| Eight Editon| By Pearson,Kurose,Digital Administration Internet Computing Media Network,Kindle Edition,4.5,124.0,https://www.amazon.in/Computer-Networking-Eight-Editon-Pearson-ebook/dp/B0BGR21BSR/ref=zg_bs_g_1318114031_d_sccl_25/000-0000000-0000000?psc=1
4222,nine special forces,awadhesh col kumar,Nine the Special Forces: Dial 9 for Assistance,Col Awadhesh  Kumar,Freedom Politics Security,Kindle Edition,4.6,124.0,https://www.amazon.in/Nine-Special-Forces-Dial-Assistance-ebook/dp/B0C834DYFD/ref=zg_bs_g_1318177031_d_sccl_23/000-0000000-0000000?psc=1
1248,tales of revolutionaries,anant pai,Tales of Revolutionaries: 5 in 1 (Amar Chitra Katha),Anant Pai,History Books Children's,Hardcover,4.7,124.0,https://www.amazon.in/Tales-Revolutionaries-Amar-Chitra-Katha/dp/8184822588/ref=zg_bs_g_1318079031_d_sccl_19/000-0000000-0000000?psc=1
5441,best laid plans,anamika gk,Best Laid Plans,Anamika GK,Romance Mafia,Kindle Edition,4.5,124.0,https://www.amazon.in/Best-Laid-Plans-Anamika-GK-ebook/dp/B0BYZ89CJC/ref=zg_bs_g_92041939031_d_sccl_18/000-0000000-0000000?psc=1
3673,doglapan/दोगलापन,ashneer grover/अश्नीर ग्रोवर,Doglapan/दोगलापन: Zindagi Aur Startups Ka Khara Sach/ज़िंदगी और स्टार्ट-अप्स का खरा सच,Ashneer Grover/अश्नीर ग्रोवर,Literature Essays Fiction,Paperback,4.2,124.0,https://www.amazon.in/Doglapan-%E0%A4%A6%E0%A5%8B%E0%A4%97%E0%A4%B2%E0%A4%BE%E0%A4%AA%E0%A4%A8-Zindagi-Startups-%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%9F-%E0%A4%85%E0%A4%AA%E0%A5%8D%E0%A4%B8/dp/0143461206/ref=zg_bs_g_1318172031_d_sccl_24/000-0000000-0000000?psc=1
6958,triathlon,dan golding,Triathlon: Winning at 70.3: How To Dominate The Middle Distance,Dan Golding,Sports Cycling,Kindle Edition,4.4,123.0,https://www.amazon.in/Triathlon-Winning-Dominate-Middle-Distance-ebook/dp/B01DHJ0CXA/ref=zg_bs_g_1318246031_d_sccl_5/000-0000000-0000000?psc=1
839,mahabharata,anupa lal,Mahabharata - Illustrated Book For Children (Paperback Edition) (Classic Tales from India),Anupa Lal,Myths Tales Fairy Books Children's Folk,Paperback,4.5,123.0,https://www.amazon.in/Mahabharata-Illustrated-Book-Children-Paperback/dp/935440541X/ref=zg_bs_g_67803462031_d_sccl_10/000-0000000-0000000?psc=1
6138,textbook of soil science,biswas t.,Textbook of Soil Science | 2nd Edition,T. Biswas,Science Environmental Mathematics Studies,Paperback,4.5,123.0,https://www.amazon.in/Textbook-Soil-Science-T-Biswas/dp/0074620436/ref=zg_bs_g_4149719031_d_sccl_15/000-0000000-0000000?psc=1
4790,lal kitab (hindi ),ambika parashar prasad,Lal Kitab (Hindi Edition),Ambika Prasad Parashar,Age Spirituality Religion New,Kindle Edition,3.8,123.0,https://www.amazon.in/Kitab-Hindi-AMBIKA-PRASAD-PARASHAR-ebook/dp/B07M5JKR41/ref=zg_bs_g_10533825031_d_sccl_11/000-0000000-0000000?psc=1
2119,elliott wave,jarrod sanders,Elliott Wave - Fibonacci High Probability Trading: Master The Wave Principle and Market Timing With Proven Strategies,Jarrod Sanders,Digital Social Internet Computing Media,Paperback,4.2,123.0,https://www.amazon.in/Elliott-Wave-Fibonacci-Probability-Strategies/dp/1957999101/ref=zg_bs_g_1318113031_d_sccl_20/000-0000000-0000000?psc=1
