Unnamed: 0,Clean_Title,Clean_Author,Title,Author,Genre,Type,Rating,No. of People rated,URLs,Description
3148,12 rules for life,b. jordan peterson,12 Rules for Life : An Antidote to Chaos,Jordan B. Peterson,"Development, Self, Help, Family, Health, Personal",Paperback,4.5,69613.0,https://www.amazon.in/12-Rules-Life-Antidote-Chaos/dp/0141988517/ref=zg_bs_g_23033695031_d_sccl_19/000-0000000-0000000?psc=1,"The #1 Sunday Times from 'the most influential public intellectual in the Western world right now' (New York Times) What are the most valuable things that everyone should know? Acclaimed clinical psychologist Jordan Peterson has influenced the modern understanding of personality, and now he has become one of the world's most popular public thinkers, with his lectures on topics from the Bible to romantic relationships to mythology drawing tens of millions of viewers. In an era of unprecedented change and polarizing politics, his frank and refreshing message about the value of individual responsibility and ancient wisdom has resonated around the world. In this book, he provides twelve profound and practical principles for how to live a meaningful life, from setting your house in order before criticising others to comparing yourself to who you were yesterday, not someone else today. Happiness is a pointless goal, he shows us. Instead we must search for meaning, not for its own sake, but as a defence against the suffering that is intrinsic to our existence. Drawing on vivid examples from the author's clinical practice and personal life, cutting edge psychology and philosophy, and lessons from humanity's oldest myths and stories, 12 Rules for Life offers a deeply rewarding antidote to the chaos in our lives: eternal truths applied to our modern problems."
2686,dark matter*,blake crouch,Dark Matter*,Blake Crouch,"Suspense, Thriller, Mystery, Crime, Thrillers",Paperback,4.4,67843.0,https://www.amazon.in/Dark-Matter-Blake-Crouch/dp/1035034654/ref=zg_bs_g_22960213031_d_sccl_7/000-0000000-0000000?psc=1,"Brilliant' – Lee Child, author of the Jack Reacher series. Now a major Apple TV+ series starring Joel Edgerton and Jennifer Connelly. Jason Dessen has been abducted. His life has been stolen. To get it back, he will go on a journey more wondrous and horrifying than anything he could have possibly imagined. Dark Matter is a relentlessly surprising alternate-universe sci-fi thriller from Blake Crouch. 'Are you happy in your life?' Those are the last words Jason Dessen hears before the masked abductor knocks him unconscious. Before he awakes to find himself strapped to a gurney, surrounded by strangers in hazmat suits. Before the man he's never met smiles down at him and says, 'Welcome back.' In this world he's woken up to, Jason's life is not the one he knows. His wife is not his wife. His son was never born. And Jason is not an ordinary college physics professor, but a celebrated genius who has achieved something remarkable. Something impossible. In this other life, Jason has created a box. Transport into infinite alternate universes – every possible outcome of his life, one behind each door. In this other life, Jason chose a door. And he stole the life he wanted. If Jason Dessen wants his life back, he will have to find it among infinite possibilities. And he will have to battle a terrifying, seemingly unbeatable foe: himself. From the author of the bestselling Wayward Pines trilogy, Dark Matter is sweeping and intimate, mind-bendingly strange and profoundly human. Perfect for fans of Stranger Things and Ready Player One."
7690,we were liars,emily lockhart,We Were Liars,Emily Lockhart,"Adult, Romance, Young, Teen",Paperback,4.3,67503.0,https://www.amazon.in/We-Were-Liars-Lockhart/dp/147140398X/ref=zg_bs_g_67803438031_d_sccl_13/000-0000000-0000000?psc=1,"We are the Liars.We are beautiful, privileged and live a life of carefree luxury.We are cracked and broken.A story of love and romance.A tale of tragedy.Which are lies?Which is truth?"
3620,anxious people,backman fredrik,Anxious People,Fredrik Backman,"Thriller, Mystery, Literature, Crime, Fiction",Paperback,4.5,66406.0,https://www.amazon.in/Anxious-People-bestseller-author-Called/dp/140593025X/ref=zg_bs_g_1318161031_d_sccl_21/000-0000000-0000000?psc=1,"The funny, touching and unpredictable No. 1 New York Times bestseller, now a major Netflix TV series 'A brilliant and comforting read' MATT HAIG 'Funny, compassionate and wise. An absolute joy' A.J. PEARCE 'A surefooted insight into the absurdity, beauty and ache of life' GUARDIAN 'I laughed, I sobbed, I recommended it to literally everyone I know' BUZZFEED 'Captures the messy essence of being human' WASHINGTON POST From the 15 million copy internationally bestselling author of A Man Called Ove _______ It's New Year's Eve and House Tricks estate agents are hosting an open viewing in an up-market apartment when an incompetent bank robber rushes in and politely takes everyone hostage. For Anna-Lena and Roger, busy buying-up apartments to fill the hole in their marriage, it's something else to talk about. For Julia and Ro, panicky parents-to-be, it's yet another worry. Lonely bank manager Zara only came here for the view. While 87-year-old grandmother Estelle seems rather pleased by the company . . . As the police gather outside, the anxious strangers huddled within try to make the best of a very sticky situation - but could it be that they have a whole lot more in common than meets the eye? _______ Readers are loving Anxious People ! 'Backman never disappoints . . . heartwarming and multi layered' 5***** READER REVIEW 'As always Backman manages to delight . . . a really satisfying ending that makes you feel better about the world' 5***** READER REVIEW 'A wonderfully unusual tale, told with flair and finesse that is so wonderful it is sure to cure everything that ails you. Don't miss out on this beautiful book' 5***** READER REVIEW 'This novel is about humanity at its most raw and at its most wonderful and I LOVED it!' 5***** READER REVIEW"
7436,icebreaker,grace hannah,Icebreaker,HANNAH GRACE,"Winter, Sports",Paperback,4.4,66333.0,https://www.amazon.in/Icebreaker-Hannah-Grace/dp/1398525685/ref=zg_bs_g_1318289031_d_sccl_9/000-0000000-0000000?psc=1,"A TikTok sensation! Sparks fly when a competitive figure skater and hockey team captain are forced to share a rink. Anastasia Allen has worked her entire life for a shot at Team USA. It looks like everything is going according to plan when she gets a full scholarship to the University of California, Maple Hills and lands a place on their competitive figure skating team. Nothing will stand in her way, not even the captain of the hockey team, Nate Hawkins. Nate’s focus as team captain is on keeping his team on the ice. Which is tricky when a facilities mishap means they are forced to share a rink with the figure skating team―including Anastasia, who clearly can’t stand him. But when Anastasia’s skating partner faces an uncertain future, she may have to look to Nate to take her shot. Sparks fly, but Anastasia isn’t worried… because she could never like a hockey player, right?"
7737,"catching fire (hunger games trilogy, book 2)",collins suzanne,"Catching Fire (Hunger Games Trilogy, Book 2)",Suzanne Collins,"Adult, Teen, Young, Fantasy, Science, Fiction",Kindle Edition,4.6,64886.0,https://www.amazon.in/Catching-Fire-Hunger-Games-Trilogy-ebook/dp/B003O86FMW/ref=zg_bs_g_67803449031_d_sccl_10/000-0000000-0000000?psc=1,"The second book in Suzanne Collins's phenomenal and worldwide bestselling Hunger Games trilogy. Against all odds, Katniss Everdeen has won the annual Hunger Games with fellow district tribute Peeta Mellark. But it was a victory won by defiance of the Capitol and their harsh rules. Katniss and Peeta should be happy. After all, they have just won for themselves and their families a life of safety and plenty. But there are rumors of rebellion among the subjects, and Katniss and Peeta, to their horror, are the faces of that rebellion. The Capitol is angry. The Capitol wants revenge."
2999,serpent and wings of night (crowns of nyaxia book 1),broadbent carissa,The Serpent and the Wings of Night (Crowns of Nyaxia Book 1),Carissa Broadbent,"Fiction, Horror, Fantasy, Science",Kindle Edition,4.5,63916.0,https://www.amazon.in/Serpent-Wings-Night-Crowns-Nyaxia-ebook/dp/B09WRJJKXC/ref=zg_bs_g_1318163031_d_sccl_20/000-0000000-0000000?psc=1,"For humans and vampires, the rules of survival are the same: never trust, never yield, and always – always – guard your heart. The adopted human daughter of the Nightborn vampire king, Oraya carved her place in a world designed to kill her. Her only chance to become something more than prey is entering the Kejari: a legendary tournament held by the goddess of death herself. But winning won’t be easy amongst the most vicious warriors from all three vampire houses. To survive, Oraya is forced to make an alliance with a mysterious rival. Everything about Raihn is dangerous. He is a ruthless vampire, an efficient killer, an enemy to her father’s crown… and her greatest competition. Yet, what terrifies Oraya most of all is that she finds herself oddly drawn to him. But there’s no room for compassion in the Kejari. War for the House of Night brews, shattering everything that Oraya thought she knew about her home. And Raihn may understand her more than anyone – but their blossoming attraction could be her downfall, in a kingdom where nothing is more deadly than love. The Serpent and the Wings of Night is the first book in a new series of heart-wrenching romance, dark magic, and bloodthirsty intrigue, perfect for fans of From Blood and Ash and A Court of Thorns and Roses."
218,shoe dog,knight phil,Shoe Dog,Phil Knight,"Accounts, True, Biographies, Autobiographies, Diaries",Paperback,4.6,58096.0,https://www.amazon.in/Shoe-Dog-Memoir-Creator-NIKE/dp/1471146723/ref=zg_bs_g_1318065031_d_sccl_19/000-0000000-0000000?psc=1,"In 1962, fresh out of business school, phil knight borrowed $50 from his father and created a company with a simple mission: import high-quality, athletic shoes from japan. Selling the shoes from the boot of his Plymouth, knight grossed $8000 in his first year. Today, nike's annual sales top $30 billion. In an age of start-ups, nike is the ne plus ultra of all start-ups, and the swoosh has become a revolutionary, globe-spanning icon, one of the most ubiquitous and recognisable symbols in the world today. But knight, the man behind the swoosh, has always remained a mystery. Now, for the first time, he tells his story. Candid, humble, wry and gutsy, he begins with his crossroads moment when he decided to start his own business. He details the many risks and daunting setbacks that stood between him and his dream - along with his early triumphs. Above all, he recalls how his first band of partners and employees soon became a tight-knit band of brothers. Together, harnessing the transcendent power of a shared mission, and a deep belief in the spirit of sport, they built a brand that changed everything. A memoir rich with insight, humour and hard-won wisdom, this book is also studded with lessons - about building something from scratch, overcoming adversity, and ultimately leaving your mark on the world."
2598,life,kondo marie,"The Life-Changing Magic of Tidying: A simple, effective way to banish clutter forever",Marie Kondo,"House, Lifestyle, Crafts, Maintenance, Home",Kindle Edition,4.3,56570.0,https://www.amazon.in/Life-Changing-Magic-Tidying-effective-clutter-ebook/dp/B00I0C46BO/ref=zg_bs_g_1318124031_d_sccl_19/000-0000000-0000000?psc=1,"Marie Kondo will help you declutter your life with her new major Netflix series Tidying Up with Marie Kondo. Transform your home into a permanently clear and clutter-free space with the incredible KonMari Method. Japan's expert declutterer and professional cleaner Marie Kondo will help you tidy your rooms once and for all with her inspirational step-by-step method. The key to successful tidying is to tackle your home in the correct order, to keep only the things you really love and to do it all at once – and quickly. After that for the rest of your life you only need to choose what to keep and what to discard. The KonMari Method will not just transform your space. Once you have your house in order you will find that your whole life will change. You can feel more confident, you can become more successful, and you can have the energy and motivation to create the life you want. You will also have the courage to move on from the negative aspects of your life: you can recognise and finish a bad relationship; you can stop feeling anxious; you can finally lose weight. Marie Kondo's method is based on a 'once-cleaned, never-messy-again' approach. If you think that such a thing is impossible then you should definitely read this compelling book."
3835,covenant of water,abraham verghese,The Covenant of Water: An Oprah's Book Club Selection,Abraham Verghese,"Legends, Myths, Sagas, Literature, Fiction",Kindle Edition,4.6,55629.0,https://www.amazon.in/Covenant-Water-Oprahs-Book-Selection-ebook/dp/B0BN2P475V/ref=zg_bs_g_1318166031_d_sccl_6/000-0000000-0000000?psc=1,"OPRAH'S BOOK CLUB PICK INSTANT NEW YORK TIMES BESTSELLER SUBJECT OF A SIX-PART SUPER SOUL PODCAST SERIES HOSTED BY OPRAH WINFREY ONE OF BARACK OBAMA'S BEST BOOKS OF 2023 'One of the best books I've read in my entire life. It's epic. It's transportive . . . It was unputdownable!' Oprah Winfrey, OprahDaily.com Spanning the years 1900 to 1977, The Covenant of Water follows a family in southern India that suffers a peculiar affliction: in every generation, at least one person dies by drowning - and in Kerala, water is everywhere. At the turn of the century a twelve-year-old girl, grieving the death of her father, is sent by boat to her wedding, where she will meet her forty-year-old husband for the first time. From this poignant beginning, the young girl and future matriarch - known as Big Ammachi - will witness unthinkable changes at home and at large over the span of her extraordinary life, full of the joys and trials of love and the struggles of hardship. A shimmering evocation of a lost India and of the passage of time itself, The Covenant of Water is a hymn to progress in medicine and to human understanding, and a humbling testament to the hardships undergone by past generations for the sake of those alive today. Imbued with humour, deep emotion and the essence of life, it is one of the most masterful literary novels published in recent years."
5318,people we meet on vacation,none,People We Meet On Vacation,none,"Romance, Holidays",Paperback,4.2,51539.0,https://www.amazon.in/People-Meet-Vacation-Lead-Title/dp/024199702X/ref=zg_bs_g_89265411031_d_sccl_22/000-0000000-0000000?psc=1,"'A gorgeous romance' BETH O'LEARY, The Flatshare 'Our generation's answer to Nora Ephron' SOPHIE COUSENS, This Time Next Year 'So warm and funny' PAIGE TOON, The Minute I Saw You 'A pitch-perfect balance of loveable characters, hilarious wit and steamy sexual chemistry' LAURA JANE WILLIAMS, Our Stop From the bestselling author of Beach Read comes a steamy new novel that will have you laughing out loud and dreaming of your next holiday! *Also known as People We Meet On Vacation * TWO FRIENDS TEN TRIPS THEIR LAST CHANCE TO FALL IN LOVE 12 YEARS AGO: Poppy and Alex meet. They hate each other, and are pretty confident they'll never speak again. 11 YEARS AGO: They're forced to share a ride home from college and by the end of it a friendship is formed. And a pact: every year, one vacation together. 10 YEARS AGO: Alex discovers his fear of flying on the way to Vancouver. Poppy holds his hand the whole way. 7 YEARS AGO: They get far too drunk and narrowly avoid getting matching tattoos in New Orleans. 2 YEARS AGO: It all goes wrong. THIS YEAR: Poppy asks Alex to join her on one last trip. A trip that will determine the rest of their lives. You and Me on Vacation is a New York Times bestselling love story for fans of When Harry Met Sally, One Day and Casey McQuiston. Get ready to travel the world, snort with laughter and - most of all - lose your heart to Poppy and Alex. ------------------------------------------------------------ WHAT PEOPLE ARE SAYING ABOUT EMILY HENRY 'The hottest book of the summer - the pages simply sizzle!' JOSIE SILVER 'Full of banter, heat, and sexual tension . A gorgeous page-turner of a novel' LAURA JANE WILLIAMS 'Full of sexual tension and tantalizing possibility . I fell head over heels for Alex and Poppy, and loved travelling all over the world with them both' BETH O'LEARY 'Emily Henry is my newest automatic-buy author . . . a heartfelt , funny , tender escape that you wish could last forever' JODI PICOULT 'A compulsively readable book full of sparkling wit , dazzling prose and a romance that grabbed me by the heart and wouldn't let me go. Absolutely my favourite read of the year, and probably one of my favourite books of all time ' ABBY JIMENEZ ' Funny , and seriously sizzling ' BEST ' Original , sparkling bright and layered with feeling. If whipcrack banter and foggy sexual tension is your catnip, you'll adore this book ' SALLY THORNE 'What an absolute flipping triumph of a novel!!! I LOVED it ' EMMA COOPER"
2,kite runner,hosseini khaled,The Kite Runner,Khaled Hosseini,"Arts, Photography, Broadcast, Cinema, Film",Kindle Edition,4.6,50016.0,https://www.amazon.in/Kite-Runner-Khaled-Hosseini-ebook/dp/B00B0CR0O6/ref=zg_bs_g_1318054031_d_sccl_3/000-0000000-0000000?psc=1,"THE NUMBER ONE BESTSELLER 'Devastating' Daily Telegraph 'Heartbreaking' The Times 'Unforgettable' Isabel Allende 'Haunting' Independent Afghanistan, 1975: Twelve-year-old Amir is desperate to win the local kite-fighting tournament and his loyal friend Hassan promises to help him. But neither of the boys can foresee what will happen to Hassan that afternoon, an event that is to shatter their lives. After the Russians invade and the family is forced to flee to America, Amir realises that one day he must return to Afghanistan under Taliban rule to find the one thing that his new world cannot grant him: redemption."
5321,bridgerton,julia quinn,Bridgerton: The Duke and I (Bridgertons Book 1),Julia Quinn,"Romance, Holidays",Kindle Edition,4.4,46862.0,https://www.amazon.in/Duke-2nd-Epilogue-Bridgertons-Book-ebook/dp/B00UG8RP8Q/ref=zg_bs_g_89265411031_d_sccl_25/000-0000000-0000000?psc=1,"Can there be any greater challenge to London's Ambitious Mamas than an unmarried duke?—Lady Whistledown's Society Papers, April 1813 By all accounts, Simon Basset is on the verge of proposing to his best friend's sister—the lovely and almost-on-the-shelf—Daphne Bridgerton. But the two of them know the truth—it's all an elaborate ruse to keep Simon free from marriage-minded society mothers. And as for Daphne, surely she will attract some worthy suitors now that it seems a duke has declared her desirable. But as Daphne waltzes across ballroom after ballroom with Simon, it's hard to remember that their courtship is a sham. Maybe it's his devilish smile, certainly it's the way his eyes seem to burn every time he looks at her . . . but somehow Daphne is falling for the dashing duke . . . for real! And now she must do the impossible and convince the handsome rogue that their clever little scheme deserves a slight alteration, and that nothing makes quite as much sense as falling in love."
5076,house in cerulean sea,klune travis,The House in the Cerulean Sea: TikTok made me buy it!,Travis Klune,"Wholesome, Clean, Romance",Paperback,4.6,46066.0,https://www.amazon.in/House-Cerulean-Sea-TikTok-made/dp/1529087945/ref=zg_bs_g_89265408031_d_sccl_29/000-0000000-0000000?psc=1,"An enchanting story, masterfully told, The House in the Cerulean Sea by TJ Klune is about the profound experience of discovering an unlikely family in an unexpected place – and realizing that family could be yours. ‘I loved it. It is like being wrapped up in a big gay blanket. Simply perfect’ – V. E. Schwab, author of The Invisible Life of Addie LaRue He expected nothing. But they gave him everything . . . Linus Baker leads a quiet life. At forty, he has a tiny house with a devious cat and his beloved records for company. And at the Department in Charge of Magical Youth, he’s spent many dull years monitoring their orphanages. Then one day, Linus is summoned by Extremely Upper Management and given a highly classified assignment. He must travel to an orphanage where six dangerous children reside, including the Antichrist. There, Linus must somehow determine if they could bring on the end of days. But their guardian, charming and enigmatic Arthur Parnassus, will do anything to protect his wards. As Arthur and Linus grow ever closer, Linus must choose between duty and his dreams.The House in the Cerulean Sea by TJ Klune is an uplifting, heart-warming fantasy tale that’s become a New York Times, USA Today and Washington Post bestseller. ‘Likely to cause heart-swelling’ – Washington Post ‘A modern fairy tale . . . It’s a beautiful book’ – Charlaine Harris, number one New York Times bestselling author ‘Touching, tender and truly delightful’ – Gail Carriger, author of Soulless"
4957,flawless,elsie silver,"Flawless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs Book 1)",Elsie Silver,"Male, Alpha, Romance",Kindle Edition,4.4,45713.0,https://www.amazon.in/Flawless-must-read-small-town-bestseller-Chestnut-ebook/dp/B0BRPX86T6/ref=zg_bs_g_92041942031_d_sccl_10/000-0000000-0000000?psc=1,"""Elsie Silver's writing is a true revelation!"" ALI HAZELWOOD --- Grumpy cowboys and steamy romance . . . Welcome to Chestnut Springs: the big-hitting, small-town series from TikTok sensation Elsie Silver. Perfect for fans of Devney Perry, Lucy Score and B.K. Borison. The rules were simple . . . Keep my hands off his daughter and stay out of trouble. But now I'm stuck with her. There's only one bed. And, well, rules are made to be broken. I'm the golden boy of professional bull riding. Or at least I was until it all blew up in my face. Now, my agent says I have to clean up my image, so I'm stuck with his ball-busting daughter for the rest of the season as my ""full-time supervision."" But I don't need a goddamn babysitter, especially one with skin-tight jeans, a sexy smirk, and a mouth she can't stop running . . . A mouth I can't stop thinking about. She says this means nothing. I say this means everything. She says there are boundaries we shouldn't cross. That my reputation can't take any more hits-and neither can her damaged heart. I say I'm going to steal it anyway. *Elsie Silver became an instant Sunday Times bestselling author on the 2nd week of April 2024."
311,intelligent investor (english) – 2013,benjamin graham,The Intelligent Investor (English) Paperback – 2013,Benjamin Graham,"Strategy, Analysis, Economics, Business",Paperback,4.5,45519.0,https://www.amazon.in/Intelligent-Investor-English-Paperback-2013/dp/0062312685/ref=zg_bs_g_1318070031_d_sccl_12/000-0000000-0000000?psc=1,"It is a widely acclaimed book by Benjamin Graham on value investing. Written by one of the greatest investment advisers of twentieth century, the book aims at preventing potential investors from substantial errors and also teaches them strategies to achieve long-term investment goals. Over the years, investment market has been following teachings and strategies of Graham for growth and development. In the book, Graham has explained various principles and strategies for investing safely and successfully without taking bigger risks. Modern-day investors still continue to use his proven and well-executed techniques for value investment. The current edition highlights some of the important concepts that are useful for latest financial orders and plans. Keeping Graham's unique text in original form, the book focuses on major principles that can be applied in day-to-day life. All the concepts and principles are explained with the help of examples for better clarity and understanding of the financial world. Combination of original plan of Graham and the current financial situations are the reason behind this books preference todays investors. It is a detailed version with several wisdom quotes that are likely to change ones investing career and lead to the path of financial safety and security. About the Author: A professional investor and economist, known all over the world, Benjamin Graham is believed to be the father of value investing. He first taught this new investment approach at Columbia Business School. A British-born, he is credited with having pioneered numerous cutting edge concepts that, many believe, pushed several of his followers in the world of investments, to the top."
734,lord of flies,golding william,Lord of the Flies,William Golding,"Books, Children, s, Crime, Thriller",Paperback,4.3,45510.0,https://www.amazon.in/Faber-Classics-Lord-Flies-Ff/dp/0571200532/ref=zg_bs_g_1318086031_d_sccl_5/000-0000000-0000000?psc=1,"Originally published in 1954, William Golding's Lord of the Flies is one of the most disturbing and celebrated novels of modern times. A plane crashes on a desert island. The only survivors are a group of schoolboys. At first they revel in the freedom and celebrate the absence of grown-ups. Soon though, as the boys' fragile sense of order begins to collapse, their fears start to take on a sinister, primitive significance. Suddenly, the world of cricket, homework and adventure stories seems a long way away. The boys are faced with a more pressing reality - survival - and the appearance of a terrifying beast who haunts their dreams. A Children’s Bookshelf Selection : Each month our editor’s pick the best books for children and young adults by age to be a part of the children’s bookshelf. These are editorial recommendations made by our team of experts. Our monthly reading list includes a mix of bestsellers and top new releases and evergreen books that will help enhance a child’s reading life."
479,goodnight moon,brown margaret wise,Goodnight Moon,Margaret Wise Brown,"Books, Children, s, Pets, Animals",Board book,4.4,45510.0,https://www.amazon.in/Goodnight-Moon-Margaret-Wise-Brown/dp/1509831975/ref=zg_bs_g_67803455031_d_sccl_30/000-0000000-0000000?psc=1,"Chosen as one of BookTrust and Supernanny Jo Frost's Best Bedtime Reads for Newborns.This gentle bedtime story, which has lulled generations of children to sleep, is the perfect first book to share at bedtime. In a great green room a little bunny is tucked up snugly and safely in bed and is getting ready to say goodnight to all the familiar things in his room, one by one. Margaret Wise Brown's comforting, rhythmical text accompanied by the warmth of Clement Hurd's classic mid-century illustrations make Goodnight Moon a timeless picture book, which is known and loved around the world. Printed now with a beautifully vivid orange pantone ink to recapture the magic of the 1947 original, Goodnight Moon makes the perfect birthday or christening gift."
4241,red notice,bill browder,"Red Notice : A True Story of Corruption, Murder and how I became Putin’s no. 1 enemy",Bill Browder,"Security, Politics, Freedom",Paperback,4.7,44283.0,https://www.amazon.in/Red-Notice-Bill-Browder/dp/0552170321/ref=zg_bs_g_1318177031_d_sccl_12/000-0000000-0000000?psc=1,"I have to assume that there is a very real chance that put in or members of his regime will have me killed some day. If I'm killed, you will know who did it. When My enemies read this book, they will know that you know. Reads like a classic thriller, with an everyman hero alone and in danger in a hostile foreign city … but it’s all true, and it’s a story that needs to be told. Lee child an unburdening, a witness statement and a thriller all at the same time … electrifying. The times a shocking true-life thriller. Tom Stoppard --- in November 2009, The young lawyer Sergei magnitsky was beaten to death by eight police officers in a freezing cell in a Moscow prison. His crime? Testifying against Russian officials who were involved in a conspiracy to steal $230 million of taxes. Red notice is a searing expose of the whitewash of this imprisonment and murder. The killing hasn't been investigated. It hasn't been punished. Bill browder is still campaigning for justice for his late lawyer and friend. This is his explosive journey from the heady world of finance in New York and London in the 1990s, through battles with ruthless oligarchs in turbulent post-Soviet Union Moscow, to the shadowy heart of the Kremlin. With fraud, e, corruption and torture exposed at every turn, red notice is a shocking political roller-coaster."
5363,echo of old books,barbara davis,The Echo of Old Books: A Novel,Barbara Davis,"in, Later, Romance, Life",Kindle Edition,4.6,44002.0,https://www.amazon.in/Echo-Old-Books-Novel-ebook/dp/B0B9RNFT4S/ref=zg_bs_g_89265414031_d_sccl_17/000-0000000-0000000?psc=1,"A novel about the magical lure of books and summoning the courage to rewrite our stories by the Amazon Charts bestselling author of The Keeper of Happy Endings and The Last of the Moon Girls . Rare-book dealer Ashlyn Greer’s affinity for books extends beyond the intoxicating scent of old paper, ink, and leather. She can feel the echoes of the books’ previous owners—an emotional fingerprint only she can read. When Ashlyn discovers a pair of beautifully bound volumes that appear to have never been published, her gift quickly becomes an obsession. Not only is each inscribed with a startling incrimination, but the authors, Hemi and Belle, tell conflicting sides of a tragic romance. With no trace of how these mysterious books came into the world, Ashlyn is caught up in a decades-old literary mystery, beckoned by two hearts in ruins, whoever they were, wherever they are. Determined to learn the truth behind the doomed lovers’ tale, she reads on, following a trail of broken promises and seemingly unforgivable betrayals. The more Ashlyn learns about Hemi and Belle, the nearer she comes to bringing closure to their love story—and to the unfinished chapters of her own life."
3635,sweetest oblivion (made book 1),danielle lori,The Sweetest Oblivion (Made Book 1),Danielle Lori,"Thriller, Mystery, Literature, Crime, Fiction",Kindle Edition,4.3,43008.0,https://www.amazon.in/Sweetest-Oblivion-Made-Book-ebook/dp/B07DS4TZ93/ref=zg_bs_g_1318161031_d_sccl_6/000-0000000-0000000?psc=1,"☆ NOW A TOP 50 AMAZON BESTSELLER ☆ She’s a romantic at heart, living in the most unromantic of worlds . . . Nicknamed Sweet Abelli for her docile nature, Elena smiles on cue and has a charming response for everything. She’s the favored daughter, the perfect mafia principessa . . . or was. Now, all she can see in the mirror’s reflection is blood staining her hands like crimson paint. They say first impressions are everything . . . In the murky waters of New York’s underworld, Elena’s sister is arranged to marry Nicolas Russo. A made man, a boss, a cheat—even measured against mafia standards. His reputation stretches far and wide and is darker than his black suits and ties. After his and Elena’s first encounter ends with an accidental glare on her part, she realizes he’s just as rude as he is handsome. She doesn’t like the man or anything he stands for, though that doesn’t stop her heart from pattering like rain against glass when he’s near, nor the shiver that ghosts down her spine at the sound of his voice. And he’s always near. Telling her what to do. Making her feel hotter than any future brother-in-law should. Elena may be the Sweet Abelli on the outside, but she’s beginning to learn she has a taste for the darkness, for rough hands, cigarettes, and whiskey-colored eyes. Having already escaped one scandal, however, she can hardly afford to be swept up in another. Besides, even if he were hers, everyone knows you don’t fall in love with a Made Man . . . right? This is a standalone forbidden romance (with plenty of steam and angst.)"
3009,"night circus,",erin morgenstern,"Night Circus, The",Erin Morgenstern,"Fiction, Horror, Fantasy, Science",Paperback,4.4,42825.0,https://www.amazon.in/Night-Circus-Vintage-Magic/dp/0099570297/ref=zg_bs_g_1318165031_d_sccl_10/000-0000000-0000000?psc=1,"The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. The black sign, painted in white letters that hangs upon the gates, reads: Opens at Nightfalll Closes at Dawn As the sun disappears beyond the horizon, all over the tents small lights begin to flicker, as through the entirety of the circus is covered in particularly bright fireflies. When the tents are all aglow, sparkling against the night sky, the sign appears. Le Cirque des Rêves The Circus of Dreams. Now the circus is open. Now you may enter. The Starless Sea, the magical second novel from the author of the The Night Circus , is available for pre-order now"
4324,caste,isabel wilkerson,"Caste: The International Bestseller [Paperback] Wilkerson, Isabel",Isabel Wilkerson,"Politics, Political, Ideologies",Paperback,4.7,42580.0,https://www.amazon.in/Caste-International-Bestseller-Isabel-Wilkerson/dp/0141995467/ref=zg_bs_g_1318180031_d_sccl_25/000-0000000-0000000?psc=1,"THE TIME NONFICTION BOOK OF THE YEAR | #1 NEW YORK TIMES BESTSELLER ""Powerful and timely ... I cannot recommend it strongly enough"" - Barack Obama Beyond race or class, our lives are defined by a powerful, unspoken system of divisions. In Caste , Pulitzer Prize-winning author Isabel Wilkerson provides a profound, eye-opening portrait of this hidden phenomenon. This is the story of how our world was shaped by caste, and how its rigid, arbitrary hierarchies still divide us today. Linking the caste systems of America, India, and Nazi Germany, Wilkerson explores eight pillars that underlie caste systems across civilizations, including divine will, bloodlines, stigma, and more. Using riveting stories about people--including Martin Luther King, Jr., baseball's Satchel Paige, a single father and his toddler son, Wilkerson herself, and many others--she shows the ways that the insidious undertow of caste is experienced every day. She documents how the Nazis studied the racial systems in America to plan their out-cast of the Jews; she discusses why the cruel logic of caste requires that there be a bottom rung for those in the middle to measure themselves against; she writes about the surprising health costs of caste, in depression and life expectancy, and the effects of this hierarchy on our culture and politics. Finally, she points forward to ways we can move beyond the artificial and destructive separations of human divisions, toward hope in our common humanity. 'Required reading for all of humanity' Oprah Winfrey ""If you haven't read it yet, you absolutely must."" - Edward Enninful, Vogue 'An instant American classic' Dwight Garner, The New York Times"
3305,maybe you should talk to someone,gottlieb lori,Maybe You Should Talk To Someone,Lori Gottlieb,"Textbooks, Education, Higher, Social, Sciences",Paperback,4.6,42275.0,https://www.amazon.in/Maybe-You-Should-Talk-Someone/dp/9389143519/ref=zg_bs_g_4149727031_d_sccl_6/000-0000000-0000000?psc=1,Description
